elab_smiles,pred,canonical_smiles,withdrawn_flag,pref_name,chembl_id,level5
CC1(F)CC(N)(C(=O)O)C1,1,C[C@]1([18F])C[C@@](N)(C(=O)O)C1,0,FLUCICLOVINE F18,CHEMBL3707267,"('V09IX12',)"
CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,1,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,FLUOXYMESTERONE,CHEMBL1445,"('G03BA01',)"
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,PREDNISONE,CHEMBL635,"('A07EA03', 'H02AB07')"
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,PREDNISOLONE,CHEMBL131,"('D07AA03', 'R01AD02', 'C05AA04', 'A07EA01', 'S01BA04', 'H02AB06', 'S01CB02', 'A01AC54', 'S03BA02', 'R01AD52', 'S02BA03', 'D07XA02')"
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,METHANDROSTENOLONE,CHEMBL1418176,"('A14AA03', 'D11AE01')"
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,0,DUTASTERIDE,CHEMBL1200969,"('G04CB02',)"
CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,OXYMETHOLONE,CHEMBL1200585,"('A14AA05',)"
CC12CC3CC(C)(C1)CC(N)(C3)C2,1,CC12CC3CC(C)(C1)CC(N)(C3)C2,0,MEMANTINE,CHEMBL807,"('N06DX01',)"
CC12CC=C3C4=C(CCC3C1CCC2(O)CC#N)CC(=O)CC4,1,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,0,DIENOGEST,CHEMBL1201864,"('G03DB08',)"
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,1,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,0,DROSPIRENONE,CHEMBL1509,"('G03AC10',)"
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,1,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],0,CANRENOATE POTASSIUM,CHEMBL1371200,"('C03DA02',)"
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,1,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]21CCC(=O)O1,1,CANRENONE,CHEMBL1463345,"('C03DA03',)"
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],0,HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,"('S01BA02', 'A07EA02', 'S01CB03', 'A01AC03', 'D07AA02', 'C05AA01', 'D07XA01', 'S02BA01', 'H02AB09')"
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC1CCCC1,1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,0,HYDROCORTISONE CYPIONATE,CHEMBL1549,"('S01BA02', 'A07EA02', 'S01CB03', 'A01AC03', 'D07AA02', 'C05AA01', 'D07XA01', 'S02BA01', 'H02AB09')"
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0,HYDROCORTISONE SODIUM PHOSPHATE,CHEMBL1200968,"('S01BA02', 'A07EA02', 'S01CB03', 'A01AC03', 'D07AA02', 'C05AA01', 'D07XA01', 'S02BA01', 'H02AB09')"
CC12CCC(=O)CC1=CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,0,TESTOSTERONE CYPIONATE,CHEMBL1201101,"('G03BA03',)"
CC12CCC(CC1=O)C2(C)C,1,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0,CAMPHOR,CHEMBL504760,"('C01EB02',)"
CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12,1,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,0,ABIRATERONE,CHEMBL254328,"('L02BX03',)"
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,0,PRASTERONE,CHEMBL90593,"('G03XX01', 'A14AA07')"
CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O,1,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,0,TRILOSTANE,CHEMBL1200907,"('H02CA01',)"
CC12CCC3C(CCC4C(=O)C(=O)CCC43C)C1CCC2=O,1,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,0,FORMESTANE,CHEMBL132530,"('L02BG02',)"
CC12CCC3C4=C(CCC3C1CCC2OC(=O)CCc1ccccc1)CC(=O)CC4,1,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,0,NANDROLONE PHENPROPIONATE,CHEMBL1200412,"('A14AB01', 'S01XA11')"
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O,1,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,0,FULVESTRANT,CHEMBL1358,"('L02BA03',)"
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,0,ESTRIOL,CHEMBL193482,"('G03CC06', 'G03CA04')"
CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,0,ESTRADIOL CYPIONATE,CHEMBL1200973,"('G03CA03', 'G03CA53')"
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,1,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],0,ESTRAMUSTINE PHOSPHATE SODIUM,CHEMBL1200721,"('L01XX11',)"
CC12CCCCCC(Cc3ccc(O)cc31)C2N,1,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,0,DEZOCINE,CHEMBL1685,"('N02AX03',)"
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,OXANDROLONE,CHEMBL1200436,"('A14AA08',)"
CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,1,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0,STANOZOLOL,CHEMBL2079587,"('A14AA02',)"
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,1,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,0,SULINDAC,CHEMBL15770,"('M01AB02',)"
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,0,METHYLPREDNISOLONE,CHEMBL650,"('D07AA01', 'H02AB04', 'D10AA02', 'H02BX01')"
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1,1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12.[Na+],0,METHYLPREDNISOLONE SODIUM SUCCINATE,CHEMBL1201081,"('D07AA01', 'H02AB04', 'D10AA02')"
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,1,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,0,KETAZOLAM,CHEMBL2104356,"('N05BA10',)"
CC1=CC(=O)c2ccccc2C1=O,1,CC1=CC(=O)c2ccccc2C1=O,0,MENADIONE,CHEMBL590,"('B02BA02',)"
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0,DIAZOXIDE,CHEMBL181,"('C02DA01', 'V03AH01')"
CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0,AZTREONAM,CHEMBL158,"('J01DF01',)"
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,0,PHENAZOCINE,CHEMBL46399,"('N02AD02',)"
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,1,CC1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1,0,CANDICIDIN,CHEMBL1200647,"('G01AA04',)"
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,0,AMPHOTERICIN B,CHEMBL267345,"('A07AA07', 'G01AA03', 'A01AB04', 'J02AA01')"
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,1,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,0,NYSTATIN,CHEMBL450895,"('A07AA02', 'G01AA51', 'G01AA01', 'D01AA01')"
CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,1,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,0,MESTEROLONE,CHEMBL258918,"('G03BB01',)"
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,0,CYCLANDELATE,CHEMBL1480987,"('C04AX01',)"
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,0,CLOCORTOLONE PIVALATE,CHEMBL1200975,"('D07AB21',)"
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,1,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,0,FLUMETHASONE PIVALATE,CHEMBL1200877,"('D07XB01', 'D07AB03')"
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,1,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,0,FLUTICASONE FUROATE,CHEMBL1676,"('R01AD12', 'R03BA09')"
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,0,MOMETASONE FUROATE,CHEMBL1161,"('R03BA07', 'D07AC13', 'D07XC03', 'R01AD09')"
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+] | C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0,BETAMETHASONE SODIUM PHOSPHATE | DEXAMETHASONE SODIUM PHOSPHATE,CHEMBL1200762 | CHEMBL2021430,"('S02BA07', 'D07AC01', 'R03BA04', 'R01AD53', 'S01BA01', 'D07XC01', 'H02AB02', 'H02AB01', 'D07AB19', 'S03BA03', 'R01AD06', 'R01AD03', 'C05AA05', 'S01CB04', 'D10AA03', 'S03BA01', 'C05AA09', 'A07EA04', 'D07XB05', 'S02BA06', 'S01BA06', 'A01AC02', 'S01CB01')"
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,0,BETAMETHASONE BENZOATE,CHEMBL1200376,"('A07EA04', 'R01AD06', 'D07AC01', 'R03BA04', 'S02BA07', 'C05AA05', 'S01CB04', 'H02AB01', 'S01BA06', 'D07XC01', 'S03BA03')"
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0,DESOXIMETASONE,CHEMBL1766,"('D07XC02', 'D07AC03')"
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,1,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,MEPREDNISONE,CHEMBL1201148,"('H02AB15',)"
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,1,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,0,NATAMYCIN,CHEMBL1200656,"('A01AB10', 'S01AA10', 'A07AA03', 'G01AA02', 'D01AA02')"
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,1,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,0,DIHYDROTACHYSTEROL,CHEMBL2356023,"('A11CC02',)"
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,1,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,0,ARTEMISININ,CHEMBL567597,"('P01BE01',)"
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,1,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,0,ARTENIMOL,CHEMBL252518,"('P01BE05',)"
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,1,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,0,ARTESUNATE,CHEMBL361497,"('P01BE03',)"
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,1,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,0,TOFACITINIB,CHEMBL221959,"('L04AA29',)"
CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,1,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,0,DOLUTEGRAVIR,CHEMBL1229211,"('J05AJ03',)"
CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,1,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0,LEVOCABASTINE,CHEMBL1615438,"('R01AC02', 'S01GX02')"
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0,ALVIMOPAN,CHEMBL270190,"('A06AH02',)"
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,1,SPARFLOXACIN,CHEMBL850,"('J01MA09',)"
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1,TEMAFLOXACIN,CHEMBL277100,"('J01MA05',)"
CC1CNCCc2ccc(Cl)cc21,1,C[C@H]1CNCCc2ccc(Cl)cc21,0,LORCASERIN,CHEMBL360328,"('A08AA11',)"
CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,1,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,0,ARGATROBAN,CHEMBL1166,"('B01AE03',)"
CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,1,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0,CABOTEGRAVIR,CHEMBL2403238,"('J05AJ04',)"
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,INDAPAMIDE,CHEMBL406,"('C03BA11',)"
CC1OC(C)OC(C)O1,1,CC1OC(C)OC(C)O1,0,PARALDEHYDE,CHEMBL1410743,"('N05CC05',)"
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0,DIGOXIN,CHEMBL1751,"('C01AA05',)"
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0,DIGITOXIN,CHEMBL254219,"('C01AA04',)"
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,1,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,0,PROSCILLARIDIN,CHEMBL600325,"('C01AB51', 'C01AB01')"
CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1,1,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@]4(C)[C@H]5C[C@@H](O)[C@]6(C)[C@@H](C7=CC(=O)OC7)CC[C@]6(O)[C@@H]5CC[C@@H]4C3)O[C@@H]2C)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)O1,0,DESLANOSIDE,CHEMBL1614,"('C01AA07',)"
CC1OC1P(=O)(O)O,1,C[C@@H]1O[C@@H]1P(=O)(O)O,0,FOSFOMYCIN,CHEMBL1757,"('J01XX01',)"
CC1OC2(CS1)CN1CCC2CC1,1,CC1OC2(CS1)CN1CCC2CC1,0,CEVIMELINE,CHEMBL168815,"('N07AX03',)"
CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,1,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0,LORLATINIB,CHEMBL3286830,"('L01ED05',)"
CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,1,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O,0,DOXYCYCLINE,CHEMBL1200699,"('J01AA02', 'A01AB22')"
CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(=CC(CO)C(O)C12O)C1C(CC3C)C1(C)C,1,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,0,INGENOL MEBUTATE,CHEMBL1863513,"('D06BX02',)"
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1.O,0,CEFPROZIL,CHEMBL3184906,"('J01DC10',)"
CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,0,DIETHYLSTILBESTROL DIPHOSPHATE,CHEMBL1200598,"('L02AA04',)"
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,TAMOXIFEN,CHEMBL83,"('L02BA01',)"
